tweet_id,account_name,user_id,timestamp,text,links,repiles,retweets,favorites
967951680045072385,ã¤ã¶ã‚„ãçŸ­æ­Œâ™¥ï¼«,123280239,6:37 PM - 25 Feb 2018,ã€Šã€€æµ®ã‹ã‚ŒçŒ«å®¶å‡ºå¨˜ã¨ãªã‚Šã«ã‘ã‚Šã€€ã€‹  ï¼Šè¨‚æ­£ï¼Šã€€ã€€ ã•ãã»ã©ã¯æ‰“ã¡é–“é•ãˆã¦ã€€ã€Œã‘ã‚Šã€ã®ã¤ã‚‚ã‚ŠãŒã€Œã‹ã‚Šã€ã« ã€Œã‘ã‚Šã€ã®æ–¹ãŒåã¾ã‚ŠãŒã‚¤ã‚¤ã§ã™ã‚ˆã­  ,,Null,1,4
967951466181767168,Jennifer Rapp,326419590,6:36 PM - 25 Feb 2018,passion so blind ,,Null,2,2
967951187285827584,Extra Special Bitter,111669399,6:35 PM - 25 Feb 2018,ancient cemetery -- dead flowers every morning ,,Null,5,11
967950649718648832,Poetry and Me,624653355,6:33 PM - 25 Feb 2018,The latest The Poetry and Me Daily Part 3! ,https://paper.li/GoodPoetryBlog/1341585137?edition_id=638d9190-1a9d-11e8-a20f-0cc47a0d164b,Null,0,1
968138098621153280,Janice Reynolds,24605959,6:58 AM - 26 Feb 2018,Advocating change ~ young people fighting the fight ~ using words not guns  ,,Null,6,11
968137561309761536,Â¡ r e n e,856912273855488000,6:55 AM - 26 Feb 2018,Null,,Null,6,23
967949870806966272,ã¤ã¶ã‚„ãçŸ­æ­Œâ™¥ï¼«,123280239,6:30 PM - 25 Feb 2018,ã€ã¤ã¶ã‚„ãçŸ­æ­Œ,,Null,0,1
967949844554842113,Cutup Bot,737644722920034304,6:30 PM - 25 Feb 2018,The best ideas are  usually not complex.  I am a flight risk.       ,,Null,0,0
967949221054660608,ğŸ‡¨ğŸ‡¦ ğ—£ğ—²ğ˜ğ—²ğ—¿ ğ—š ğ— ğ—¶ğ˜ğ—°ğ—µğ—²ğ—¹ğ—¹,3248255449,6:27 PM - 25 Feb 2018,Null,https://twitter.com/amazlngnature/status/967909479684759553,Null,0,1
967948267484000256,The Imperial Talker,3245184106,6:23 PM - 25 Feb 2018,If you vote  you will win the gift of me writing semi-decent ,https://twitter.com/imperialtalker/status/967788967268581376,Null,1,2
967948148051271682,haikuzao,722537007906471936,6:23 PM - 25 Feb 2018,red leaves and fog thoughts memory of proghte  ,,Null,0,0
967948141147316225,Shane Noble,21162391,6:23 PM - 25 Feb 2018,"Hanging By a Thread"  ,https://www.facebook.com/ShaneNoblePhotography,Null,0,1
967947391298027520,Bruce Jewett,22523897,6:20 PM - 25 Feb 2018,Null,,Null,1,2
967946831681306624,Felicia Denise,26012231,6:18 PM - 25 Feb 2018,Writing ,https://4writersandreaders.com/2018/02/25/writing-haiku-winter-ensemble-haiku-by-bette-a-stevens/,Null,1,1
967946687925776384,CongregationAleHouse,121852298,6:17 PM - 25 Feb 2018,Enjoy the rest of your Sunday evening with us! For now  Hereâ€™s a Haiku written by bRother Roberto to wrap up the weekend.   Feeling right at home An ale for me and you too Save room for dessert  ,,Null,0,0
967945802428682240,Hourly Haiku,809471901466771461,6:13 PM - 25 Feb 2018,The extreme mother Walks near an extreme mother: A cautious morning ,,Null,0,0
967945109261168641,ã¤ã¶ã‚„ãçŸ­æ­Œâ™¥ï¼«,123280239,6:11 PM - 25 Feb 2018,ã€ä»Šæ—¥ã®å­£èª2982ãƒ¼æµ®ã‹ã‚ŒçŒ«ã€ã€ŒçŒ«ã®æ‹ã€ã®å‚é¡Œã®ä¸€ã¤ã€ã€Œæ‹çŒ«ãƒ»æ˜¥ã®çŒ«ã€ãªã©ã¨ã‚‚ã€‘  ã€Šã€€è¶³å–ã‚Šã®ãªã«ã‚„ã‚‰ãƒ¯ãƒ«ãƒ„æµ®ã‹ã‚ŒçŒ«ã€€ã€‹  ã€Šã€€æµ®ã‹ã‚ŒçŒ«ã“ã®é ƒç›®ã¤ãå®šã¾ã‚‰ãšã€€ã€‹  â—†æµ®ã‹ã‚ŒçŒ«å…‰æ‚¦å£ã‚’ãã‚‰ã¤ã‹ã™(é‡å£ä¹…æ „) ã€€ ,,Null,1,3
967945037383380992,Lune,824003338580688896,6:10 PM - 25 Feb 2018,La cÃ©rÃ©monie d'inauguration du monument Ã©rigÃ© en mÃ©moire des haijins persecutÃ©s au Japon pendant la Seconde Guerre mondiale  a eu lieu le 25 fÃ©vrier 2018 Ã  Nagano. ,https://twitter.com/mabesoone/status/967935579852759040,Null,2,3
967945019129810945,Nik Havert,372677665,6:10 PM - 25 Feb 2018,2018 Day 55: Almost done with book  / so I'm starting another. / Starting to sort plots. ,,Null,0,0
967944940201312256,Michael R Lawrence,220760593,6:10 PM - 25 Feb 2018,Reach for more Look in new directions Only you can limit you  ,,Null,1,0
967944933784064000,Seenwich,778569547964186625,6:10 PM - 25 Feb 2018,[Haiku] Rap Glob ,https://seenwich.com/watch?v=IHkAez,Null,0,0
967944820747587584,Mike Friedman,1491667722,6:10 PM - 25 Feb 2018,Haiku by Sunshine   ,http://amzn.to/1Bd31gT,Null,0,0
967944569672404993,Ellen Girardeau Kempler,155798353,6:09 PM - 25 Feb 2018,Here I stand  rooted /on the light-and-shadow path./Sunny  chilly day.,https://buff.ly/2GG5rhi,Null,0,0
967944375295602689,INFidel,3104455267,6:08 PM - 25 Feb 2018,I'm already buzzed might not make it through the night ,,Null,0,0
968134115152232448,C. O'Banion Smith,2373078018,6:42 AM - 26 Feb 2018,In the ,http://www.dictionary.com/wordoftheday/2018/02/26,Null,4,6
968124275851972609,markh,814508067618521089,6:03 AM - 26 Feb 2018,our flat whites; among the squabbling geese  a swan glides   ,,Null,2,8
968117621622280194,Earl R. Keener,1935834500,5:36 AM - 26 Feb 2018,last night a fox barking at my window left me more wonder  ,,Null,1,7
968107359108202497,Al M, Words and Music,705185439179808768,4:55 AM - 26 Feb 2018,While I watched you speak the earth spun from start to end  maybe  I donâ€™t know.   ,,Null,10,34
968104087580561409,Rory gan Dabht,793800317473263616,4:42 AM - 26 Feb 2018,whistling east wind - I think there may be a hole in one of my teeth  ,,Null,4,9
968102781100867586,Jenn R-J,36666530,4:37 AM - 26 Feb 2018,Leave mind's door open For the raven guard to perch Build nests in her hair ,,Null,1,3
968102664847417344,J. AnnRey,4655941337,4:37 AM - 26 Feb 2018,Forget me nots heard Whispered at the witching your Awakening me again...  ,,Null,3,7
968092363657744385,Extra Special Bitter,111669399,3:56 AM - 26 Feb 2018,summer mist -- a recipe for homemade soup ,,Null,5,10
968091034466115584,HaikuD2ğŸŒ±,573601088,3:51 AM - 26 Feb 2018,On the other sideÂ â€¢ Of what you fear is knowledgeÂ â€¢ And understanding Â Â â€”,,Null,4,10
968089692574019584,Haiku Hare,1345880526,3:45 AM - 26 Feb 2018,Take some time for You. Get out and explore your world  or chill with a friend.  ,,Null,1,8
968089624961867776,Musashi,951928866699907072,3:45 AM - 26 Feb 2018,I told her 'come closer' 'Impossible' her answer She came hard twice  ,,Null,1,4
968063286112604161,Steven Chernick,262045518,2:00 AM - 26 Feb 2018,firefly  plucking stars  from the grass   ,,Null,22,47
968053006976671744,ExeterAuthorsAs,775025012331937792,1:19 AM - 26 Feb 2018,Introducing the poetry of P.J. Reed   visit ,http://pjreedwriting.jigsy.com,Null,2,3
968051470049464321,Hourly Haiku,809471901466771461,1:13 AM - 26 Feb 2018,A burrowing owl Quickly tries to see across The joyful turtle ,,Null,1,0
968049627219062784,Paul Judges,132096492,1:06 AM - 26 Feb 2018,Hunting exposed flesh - Siberia's savage bite - lethal shards of ice.  ,http://www.bookbutler.co.uk/search?isbn=0244329702,Null,19,26
968049480091267072,kitedeath,3076281522,1:05 AM - 26 Feb 2018,Everyone seemed monged  out and retarded at the  shops tonight.... Dull sounds. ,,Null,0,2
968045643280371712,Christopher Orme,163825709,12:50 AM - 26 Feb 2018,It was meant to be  Walk over a windy bridge  Just found a five ,,Null,0,6
968036550557696005,Ellen Grace,720584564645695488,12:14 AM - 26 Feb 2018,They found a virgin in the snow  and they guarded her till she awoke.  ,,Null,2,5
967943536917270535,Silo Haiku,771776581509545984,6:04 PM - 25 Feb 2018,Meditate on ,,Null,0,0
967942978558808064,æ˜­å’Œä¸‰åå¹´ä¸–ä»£bot,178305815,6:02 PM - 25 Feb 2018,æˆ°è‰¦ã‚’æ²ˆã‚ã¦ç§‹ã®æ°´ä½ã‹ãªã€€ä¸­åŸé“å¤«ã€æ­·è‰ã€ ,,Null,0,0
968048056536006656,Jane Austen Haiku,2587908007,1:00 AM - 26 Feb 2018,It cannot last long Is it impossible to You are joking lizzy  ,,Null,0,0
968045436702543872,haikuzao,722537007906471936,12:49 AM - 26 Feb 2018,morning the sound of cheeks her catfoma  ,,Null,0,1
968042906534768640,DrHaikuBot,888744205253824512,12:39 AM - 26 Feb 2018,factory ,,Null,0,0
968042837970472962,CamShyGuy,3238571214,12:39 AM - 26 Feb 2018,The Web's been abused Useful infos are for free But we ignore it  ,,Null,0,0
968040229029531648,The Gesualdo Six,2515622250,12:29 AM - 26 Feb 2018,Vista of sunset  Somerset cricket green claimed - Scorecard to follow.   ,,Null,0,4
968038131239854080,The Haiku Nerd,4902048258,12:20 AM - 26 Feb 2018,Keep writing those words Fingers ready at the keys Fill those blank pages  ,https://twitter.com/writer_434/status/967789336581242881,Null,1,3
968036728706682880,Cutup Bot,737644722920034304,12:15 AM - 26 Feb 2018,Here are five waysâ€¦ When  ,,Null,0,0
968036361147174912,Hourly Haiku,809471901466771461,12:13 AM - 26 Feb 2018,The tiny puppy Walks from an evil river: A simple townhouse ,,Null,0,0
968035919101009920,TARDIS Cabinets,15977224,12:12 AM - 26 Feb 2018,Sunday in Eugene  Oregon...  Settled into a dark dreary day of downpours. Nice muted colors.  ,,Null,0,7
968031954066165761,James Appleby,20329554,11:56 PM - 25 Feb 2018,Slither Trump serpent  Head of misogynist blonde Body of fools gold  ,,Null,2,4
968030681212379136,Simon Leather,929413796,11:51 PM - 25 Feb 2018,Raucous rooks railing. Sable  swooping  skyward sailing  Disturb my morning ,,Null,1,2
968028595380736000,575haiku,810950933094010881,11:42 PM - 25 Feb 2018,Day light creeps inside Bouquet of hair next to me Soft breeze on my cheek  ,,Null,0,5
968027045417668608,@575on,763050374462922752,11:36 PM - 25 Feb 2018,- said no one ever i bet you're crying right now ,,Null,0,0
968023903934320646,Bob Jones,2192809501,11:24 PM - 25 Feb 2018,Prayers for spring answered Nature turns its face towards the life-giving light. ,,Null,0,1
968022705957109760,Limericku,2579716200,11:19 PM - 25 Feb 2018,There once was a hen  I have a peeing-eye dog.  Mountain of sorrow  ,,Null,0,1
968021275229806594,Hourly Haiku,809471901466771461,11:13 PM - 25 Feb 2018,The extreme mountain Goes above a large fairy: A loving Monday ,,Null,0,0
968020932685172736,degloved,2320033684,11:12 PM - 25 Feb 2018,heavily  tattooed  face unsettling  hard  core  coffee  shop soya  milk  ,,Null,3,19
968018878293999616,Haiku Reply Bot,907346561490984963,11:04 PM - 25 Feb 2018,Tweet me a word/name. I will tweet back a haiku.  Accidentally Circumstances chance Incidental occurrence Prevented avoid ,,Null,0,1
968018435174293504,TwitKing,803201447739453440,11:02 PM - 25 Feb 2018,Null,,Null,0,0
968015030364098560,haikuzao,722537007906471936,10:49 PM - 25 Feb 2018,Saturday night end of valently moon in a park  ,,Null,0,2
968019944414867456,Nytheone Matt,2338006441,11:08 PM - 25 Feb 2018,You havenâ€™t lost weight Until somebody tells you You look much thinner ,,Null,0,2
968019222017097729,ä¿³å¥è‡ªå‹•ä½œæˆ,277522471,11:05 PM - 25 Feb 2018,ã¯ã ã‹ã®æœ¨é™½å·®ã—æ±‚ã‚ã¦å½±ã®ã³ã¦ã€ä¿³å¥è‡ªå‹•ä½œæˆã€‘ ,,Null,1,1
968018839261851649,Austin HackneyâœğŸ‡ªğŸ‡º,2565558416,11:04 PM - 25 Feb 2018,Still as a mountain I watch the ruffled raven  shocked by sudden snow.  (c)AGHackney ,,Null,3,7
968018282480480256,çœç¥bot,175682542,11:01 PM - 25 Feb 2018,èŸ¬ã®æ®»æµã‚Œã¦å±±ã‚’é›¢ã‚Œã‚†ãã€€ä¸‰æ©‹æ•é›„ã€çœç¥ã€ ,,Null,0,0
968018009741844481,RondaD PNR UF Author,13906682,11:00 PM - 25 Feb 2018,How can ,http://writeonpurpose.com/7509/writing-skills/writing-prompts-2/writing-prompts-how-can-haiku-help-your-writing,Null,0,0
968017856372846592,Jane Austen Haiku,2587908007,11:00 PM - 25 Feb 2018,I am dear sir c I shall leave you together What felicity  ,,Null,0,0
968017679448772609,Lorenzo Bianco,2885923785,10:59 PM - 25 Feb 2018,Il bianco copre puoi riscrivere il mondo farlo da capo ,,Null,0,0
968015802975772673,~IM NOT PSYCHO~,964077828,10:52 PM - 25 Feb 2018,now in bloom I feel/ under blue skies ironic/ snowflakes on my skin. ,,Null,0,1
968015619231641600,Andi,965846257750097920,10:51 PM - 25 Feb 2018,who hath broke the man  that loves guns more than children  who killed that soul  ,,Null,0,0
968014938575798272,haiku,1423102158,10:48 PM - 25 Feb 2018,æ±šã‚Œé›ªä¸–é–“ä¸¦ã«ã¯ã¨ã‘ã¬ä¹Ÿ ä¸€èŒ¶ã€€,,Null,0,1
968014832199847936,ä¿³å¥ãƒ»çŸ­æ­Œãƒ»åå¥bot,620710910,10:48 PM - 25 Feb 2018,æŸ¿ï¼ˆã‹ãï¼‰ããˆã°ã€€é˜ï¼ˆã‹ã­ï¼‰ãŒãªã‚‹ãªã‚Šã€€æ³•éš†å¯º ã€€æ­£å²¡å­è¦ ã€€,,Null,0,0
968014340233334784,Poetry Pea,925002583932104704,10:46 PM - 25 Feb 2018,Do you write Haiku? Do you have a submission for us? The ,https://buff.ly/2GJt88A,Null,0,2
968013966864773120,Talulah NaakrÃ©,573973484,10:44 PM - 25 Feb 2018,Null,https://twitter.com/john34239/status/968011174062231552,Null,0,0
968013312679059456,è¬å±‹ä¸‡å‰,76180777,10:42 PM - 25 Feb 2018,æµ®ã‹ã‚ŒçŒ«ã€€æ—¥å‘ã¼ã£ã“ã«ã€€å«å¸°ã‚‹ ,,Null,1,0
968013017647648770,HaikuD2ğŸŒ±,573601088,10:41 PM - 25 Feb 2018,If you hate librasÂ â€¢ You probably are uglyÂ â€¢ & have depression Â Â â€”,,Null,0,3
968012983552086017,Leonardo Tricarico,2881852102,10:40 PM - 25 Feb 2018,cade la neve - la coltre bianca distesa su mari e monti  ,,Null,2,5
968012707269152768,DrHaikuBot,888744205253824512,10:39 PM - 25 Feb 2018,take ,,Null,0,0
968012562968317952,Haiku9000,895437625540186112,10:39 PM - 25 Feb 2018,O snail  a gentle wave  with sandals in my hands!  -HaikuGenBoti ,,Null,0,0
968012428947714048,EstebanPÃ©rezSÃ¡nchez,329244849,10:38 PM - 25 Feb 2018,Manto de olas para cubrir el tiempo de rosas blancas.  ,http://www.instagram.com/estebanperez.sanchez/,Null,13,65
968011584546238465,Haiku Reply Bot,907346561490984963,10:35 PM - 25 Feb 2018,A haiku made from the tweets of: ,,Null,0,1
968011574098251776,Dr. Betsy Weinstock,867583373199503365,10:35 PM - 25 Feb 2018,Null,http://tl.gd/n_1sqet5o,Null,2,2
968010252867293187,ä¿³å¥å·æŸ³æŠ•ç¨¿ã‚µãƒ¼ãƒ“ã‚¹hai9,912118908441657345,10:30 PM - 25 Feb 2018,ã€ãƒ”ãƒƒã‚¯ã‚¢ãƒƒãƒ—ã€‘å°æ¾¤ã»ã®ã‹ã•ã‚“ã®å¥ã€æ°—ãŒã¤ã‘ã° ãƒãƒ„ãƒªãƒãƒ„ãƒªã¨ æ¢…ã®èŠ±ã€ ,https://www.hai9.space/haikus/2831,Null,0,1
968009910817615872,Seffora SaraÃ¯ âšœï¸,826864562012057600,10:28 PM - 25 Feb 2018,N'aie pas peur de mourir Tu le fais souvent Ton sommeil et tes rÃªves  ,,Null,1,1
968008780238802944,Nicholas Lannan,916538509,10:24 PM - 25 Feb 2018,When you're at a low Affogato and rooibos Do something for you  ,,Null,0,5
968008417246720001,è¬å±‹ä¸‡å‰,76180777,10:22 PM - 25 Feb 2018,ã¨ã¨æ¥ã‚Œã°ã€€ãƒ¤ãƒ³è¡†æ¥ã‚‹ã€€ç¦ã®ç¥ä¿³å¥ ,,Null,0,0
968008271847215104,Max,1360077691,10:22 PM - 25 Feb 2018,Itâ€™s one twenty now. I really want Mac and cheese. Should I make  some food?  ,,Null,0,2
968007249003196416,Charlotte Digregorio,20604318,10:18 PM - 25 Feb 2018,Follow The Daily Haiku. Today's Featured Poet is Mike Dillon. ,http://www.charlottedigregorio.wordpress.com,Null,0,0
968006183696166913,Hourly Haiku,809471901466771461,10:13 PM - 25 Feb 2018,The pleasant mother Lopes above a high pasta: A cautious forest ,,Null,0,0
968006037818273794,Trump Haiku,823998347623223297,10:13 PM - 25 Feb 2018,The murderer wore a red MAGA hat. Does that make president proud? ,https://www.salon.com/2018/02/22/trump-and-parkland-vicious-racism-as-permission-for-violence/,Null,3,2
968005785862078464,La pause haÃ¯ku,4590729083,10:12 PM - 25 Feb 2018,[#739]  Deux serpents faisant riviÃ¨re Devant des gris indolents â€“ Le temps pleure dans l'encore.  - RB ,https://www.haikubreak.fr/haiku-739/,Null,0,1
968004314789752832,Haiku Reply Bot,907346561490984963,10:06 PM - 25 Feb 2018,Tweet me a word/name. I will tweet back a haiku.  Language Contact expressions Cultural Somali makes Producing the brain ,,Null,0,0
968004270246199297,The legitimate santa,840490644204224512,10:06 PM - 25 Feb 2018,Sometimes I think I  am really hot and sometimes  I think I am not  ,,Null,0,0
968003349009203200,æ˜­å’Œä¸‰åå¹´ä¸–ä»£bot,178305815,10:02 PM - 25 Feb 2018,çœ¼é¡ã¨ã‚Œã°æˆ‘ã‚‚å¤äººã‚„ç§‹ç‡•ã€€ç”°ä¸­è£•æ˜ã€å¤œã®å®¢äººã€ ,,Null,0,1
968002284230729729,TwitKing,803201447739453440,9:58 PM - 25 Feb 2018,Null,,Null,0,1
968002007196893185,Pidgy â™‚ï¸,927888503614124033,9:57 PM - 25 Feb 2018,Amants Ã©ternels  Ils n'avaient qu'eux d'horizons  Voyages au ciel  ,,Null,0,6
967999818063798272,haiku,1423102158,9:48 PM - 25 Feb 2018,é¢ç™½ã†èã‘ã°èœ©å¤•æ—¥ã‹ãªã€€ç¢§æ¢§æ¡ã€€,,Null,0,1
967998404511985664,å°åŸã‚Šã‚‡ã†,64749370,9:42 PM - 25 Feb 2018,ã€ã“ã“ã§ä¸€å¥ã€‘ - èƒ¸å¼¾ã‚€ã€€æµ´è¡£å§¿ã¯ã€€å¤§äººã³ã¦ ,,Null,0,0
967997587327520768,Robin Moody,958103712521596928,9:39 PM - 25 Feb 2018,marble concrete steel stilettos icicicles eyes my father of Lies ,,Null,0,0
967997250348703744,Talulah NaakrÃ©,573973484,9:38 PM - 25 Feb 2018,Null,https://twitter.com/bernardpivot1/status/967647054481842176,Null,0,0
967996848009920512,@575on,763050374462922752,9:36 PM - 25 Feb 2018,everyone gets hurt i have never felt better you're not herpes ,,Null,0,0
967995038524358657,Kelly Lynn Peters,3098450160,9:29 PM - 25 Feb 2018,Null,,Null,0,1
967993720439279617,Michael R Lawrence,220760593,9:24 PM - 25 Feb 2018,Moving through life Riding the winds of consciousness The experience of joy  ,,Null,0,2
967992913279045633,Limericku,2579716200,9:21 PM - 25 Feb 2018,There once was a butt  Come on baby  light my fire  Wherfore art thou  bruh? ,,Null,0,0
967992636660314113,Haiku Collider,799540479931064321,9:20 PM - 25 Feb 2018,deadlock fern coated / edged cluck misconception thrift / epidemic slav ,,Null,0,0
967991083035750400,Hourly Haiku,809471901466771461,9:13 PM - 25 Feb 2018,The hungry treasure Crawls inside a smart lawyer: A simple market ,,Null,0,0
967990797910949889,emma,3098804160,9:12 PM - 25 Feb 2018,ç§‹ã‚ˆã‚Šå†¬ã¸ç ¥çŸ³ã¾ã‚“ãªã‹ã‚ˆã‚Šå‡¹ã‚€ ,,Null,0,0
967990254522327041,Seenwich,778569547964186625,9:10 PM - 25 Feb 2018,[Haiku] Girl uses BABY as an UMBRELLA ,https://seenwich.com/watch?v=JnjDii,Null,0,0
967990251783409664,Professor Potato,821220275484114948,9:10 PM - 25 Feb 2018,A trail of pennies Leads the visitors astray: The forgotten lands.  ,,Null,0,0
967989815323971584,Ardelle Ray,922275933297418240,9:08 PM - 25 Feb 2018,a cut above  a cut below-- the kilt's too short ,,Null,0,1
967989690950352896,Haiku Reply Bot,907346561490984963,9:08 PM - 25 Feb 2018,Tweet me a word/name. I will tweet back a haiku.  Kingdom Principle over Adopted belonging Cook Commonwealth Denmark ,,Null,1,1
967989015835115521,Haiku_in_English,807914988,9:05 PM - 25 Feb 2018,Ebony parchment one by one the rock crabs waiting for winter ã€Automatic construction of English haikuã€‘ ,,Null,0,0
967988090475184129,çœç¥bot,175682542,9:01 PM - 25 Feb 2018,å¤•æ™¯ã‚„é™ã‚ã™æ°£çƒã®ã‚ãŸã¾ä¸€ã¤ã€€ä¸‰æ©‹æ•é›„ã€çœç¥ã€ ,,Null,0,0
967987684219215872,Jane Austen Haiku,2587908007,9:00 PM - 25 Feb 2018,Who is to dance who But it must not shall not be They are not far off  ,,Null,0,0
967986709722836992,Erin Haslund,415169027,8:56 PM - 25 Feb 2018,The night gave me news Words the birds whispered about  Love was on its way ,,Null,0,1
967986184835117056,æ‚ª AKU æ‚ª,846229343068041216,8:54 PM - 25 Feb 2018,Null,,Null,1,7
967986133304004608,TwitKing,803201447739453440,8:54 PM - 25 Feb 2018,Null,,Null,0,0
967985444167172096,Happy Chairman,2868364319,8:51 PM - 25 Feb 2018,Lay off Stephanie She's not the only one fooled Wife  church  voters...lots  ,,Null,0,2
967985287627501568,Ali ğŸ¦„âœ¨,715430137,8:50 PM - 25 Feb 2018,â€œThe calm blue ocean. Sun lights up the monsterâ€™s eye. He sees me... Whale food.â€ ,,Null,0,1
967985255960457216,Steven Chernick,262045518,8:50 PM - 25 Feb 2018,new stormtrack  another broken  promise    ,,Null,4,6
967984712118452225,haiku,1423102158,8:48 PM - 25 Feb 2018,æ˜¥é›¨ã‚„å¤§æ¬ (ã‚ãã³)ã™ã‚‹ç¾äººå“‰ ä¸€èŒ¶ã€€,,Null,0,0
967984632410050566,haikuzao,722537007906471936,8:48 PM - 25 Feb 2018,the church shadow the holes death  ,,Null,0,0
967984424489910272,ç¯‰èˆ˜å‘‘ç©º,248200149,8:47 PM - 25 Feb 2018,ä½•æ™‚ã‚‚ã”æ„›èª­ã‚ã‚ŠãŒã¨ã†ã”ã–ã„ã¾ã™ã€‚                å®¢ã‚’å¾…ã¤ä¸€è¼ªã ã‘ã®ç´…æ¤¿  å‘‘ç©º   (ãã‚ƒãã‚’ã¾ã¤ã„ã¡ã‚Šã‚“ã ã‘ã®ã¹ã«ã¤ã°ã)                                                                        ,http://plaza.rakuten.co.jp/beterhalf,Null,3,18
967984138396594181,DrHaikuBot,888744205253824512,8:46 PM - 25 Feb 2018,Puppet  ,,Null,0,0
967984079332433920,Poetry Pea,925002583932104704,8:46 PM - 25 Feb 2018,Do you write Haiku? Do you have a ,https://buff.ly/2ESs2Xt,Null,0,0
967983942581207040,Looking Glass ï£¬,633183741,8:45 PM - 25 Feb 2018,Mighty chrome  flashing Blood red  a sharper steel sword Takes hearts  souls  and dreams  ,,Null,0,2
967983842031218693,Lolott74,2784399754,8:45 PM - 25 Feb 2018,HaÃ¯ku #392  Un temps rÃ©volu Lâ€™innocence sâ€™envole Le chagrin reste  ,,Null,0,1
967983766735081473,Israel Ekanem,2373357896,8:44 PM - 25 Feb 2018,No matter how close/ You might be with the person/ You'll detach someday ,http://www.israelekanem.com/detach-offkilter2018-57/,Null,0,0
967983766520999936,Jenn R-J,36666530,8:44 PM - 25 Feb 2018,Subtle alchemy Cast hearts into open flames And onyx emerges ,,Null,1,4
967983106975305729,Ğ¡Ğ¼ĞµÑÑ‰Ğ¸Ğ¹ÑÑ Ñ‡ĞµĞ»Ğ¾Ğ²ĞµĞº,256118779,8:42 PM - 25 Feb 2018,ĞœĞ½Ğ¾Ğ³Ğ¾ Ğ·Ğ²Ñ‘Ğ·Ğ´. ĞŸĞ»Ğ°Ğ½ĞµÑ‚ Ğ½Ğµ Ğ¼ĞµĞ½ÑŒÑˆĞµ. Ğ¡ Ğ¸Ğ¼ĞµĞ½ĞµĞ¼ Ğ’Ğ¸Ğ½ĞµÑ€Ğ°. ,https://www.instagram.com/p/BfpZnQ-FxQ0/,Null,0,0
967982719190802432,Happy Chairman,2868364319,8:40 PM - 25 Feb 2018,Need twitter tech help How to filter "periscope" To hide all the trash?  ,,Null,0,1
967982508246695936,DrHaikuBot,888744205253824512,8:39 PM - 25 Feb 2018,numeral ,,Null,0,0
967982395994583040,Haiku Reply Bot,907346561490984963,8:39 PM - 25 Feb 2018,Tweet me a word/name. I will tweet back a haiku.  Dummy Mannequin jointed Simulation fashions United Kingdom ,,Null,0,0
967981294301757440,ã¾ã‚†ã•ã¡â…±201777:å°‘ã—ãšã¤,816178470317264896,8:34 PM - 25 Feb 2018,æœ¬æ°—ãªã‚‰æ³£ã„ã¦ã¿ã›ã¦ã‚ˆæµ®ã‹ã‚ŒçŒ«  ,,Null,7,54
967980663184871424,Happy Chairman,2868364319,8:32 PM - 25 Feb 2018,Honest moderate? Arizona unicorn (i'll look if you will)  ,,Null,0,1
